,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine,toilets:wheelchair,image,image2,bus,railway,public_transport,PublicTraffic,What
262,24.4757372224963,35.0989090613760,محمية وادي الجمال,Wadi El Gemal Reserve,,محافظة البحر الأحمر,"تعتبر منطقة وادى الجمال ""حماطة"" محمية طبيعية بمساحة إجمالية 7450 كم2 ، وتقع المنطقة فى الجنوب وتضم قطاعاً من ساحل البحر الأحمر طوله حوالى 60 كم بعمق متوسط حوالى 50 كم فى الصحراء الشرقية بالإضافة إلى حوالى 10 كم داخل المسطح المائى للبحر الأحمر .   تتمتع المحمية بمقومات بيئية وجمالية وعلمية وثقافية فريدة ومتميزة للتراث الطبيعى بمصر وتتمثل العناصر الطبيعية فى المجتمعات النباتية الفريدة المنتشرة بها كما أن الوادى يضم العديد من الأنواع النادرة والمهددة بالانقراض من النباتات والحيوانات بالإضافة لتجمعات المانجروف الممتدة على طول سواحل المنطقة وأفضل الشعاب المرجانية والحشائش البحرية التى هى مأوى لبعض من الكائنات البحرية مثل عروس البحر والسلاحف البحرية وبيئة مناسبة لتكاثر الأسماك واللافقاريات وكل هذا يلعب دوراً كبيراً ومهماً للنظام البيئى بالمنطقة .  تتوافر بالمنطقة التكوينات الجيولوجية وتزخر بالخامات التعدينية ذات القيمة الاقتصادية الغنية مثل الزمرد وأحجار الزينة والفلسبار والكوارتز والرصاص والمنجنيز والذهب ويتمثل التراث الحضارى فى آثار ما قبل التاريخ من رسومات صخرية تسجل انشطة الإنسان فى تلك الحقبة التاريخية، كما أنها تضم تحت ثراها رفات العارف بالله أبى الحسن الشاذلى والذى أصبح مزاراً سياحياً للمصريين والعرب والأجانب، ويوجد بالمنطقة قبائل العبابدة والبشارية الذين ترجع أصولهم إلى أقدم الشعوب التى عاشت بين البحر الأحمر والنيل الذين تتركز أنشطتهم فى الرعى واستغلال الأنواع النباتية فى الغذاء والتجارة .",السياحة البيئية,,محمية طبيعية,مصر,,,,,,,,
263,26.8119665674752,33.9959599566051,جزيرة يوتوبيا,Utopia Island,,محافظة البحر الأحمر,"جزيرة يوتوبيا ‏ هي جزيرة مصرية تقع شمال مدينة سفاجا بالبحر الأحمر وتبلغ مساحتها 1.5 كم² تقريباً، تتميز الجزيرة بأنها من الجزر القليلة الرملية وليس بها صخور حول شواطئها.",السياحة البيئية,,,مصر,,,,,,,,
264,26.7578904212293,33.9816690556928,جزيرة سفاجا,Safaga Island,,محافظة البحر الأحمر,جزيرة سفاجا هي احدى جزر البحر الأحمر . وتقع في مواجهة ميناء سفاجا و تبلغ مساحتها نحو 13 كم2 يبلغ طول سواحلها نحو 35 كم و معنى ذلك أن كل كيلو متر مربع من مساحتها يقابله 7و2 كم من الساحل .,السياحة البيئية,,,مصر,,,,,,,,
265,24.0701457930338,32.8749028024685,محمية سالوجا وغزال,Saluja and Ghazal Reserve,,محافظة أسوان,"محمية سالوجا وغزال هي إحدي المحميات الطبيعية في جنوب مصر وتعتبر اصغرها حيث لا تتعدى مساحتها نصف كيلو متر عبارة عن مجموعة جزر في نهر النيل. تقع المحمية في محافظة أسوان وبالتحديد عند الشلال الأول علي بعد حوالي 3 كم شمال خزان أسوان. وجنوبا منها توجد جزيرة سهيل، اما شمالا فتوجد جزر أسبونارتي وأمون والحديقة النباتية",السياحة البيئية,,محمية طبيعية,مصر,,,,,,,,
266,25.4989065433123,32.5175156592183,محمية الدبابية ,Dababiya Reserve,,محافظة الأقصر,"هي محمية جيولوجية تتبع مركز اسنا بمحافظة الأقصر ، وتمثل قطاعًا جيولوجيًا نموذجيًا على المستوى الدولى كما أنها تعتبر مقياسًا زمنيًا يمثل أكمل القطاعات الطبقية فى العالم التى شهدت البداية الفعلية للأحياء الحديثة فى الكرة الأرضية ، كما أن هذا القطاع النموذجى يؤدى إلى تحديد عمر الأرض بدقة من خلال تحديد أعمار التتابعات الرسوبية البحرية المتوافقة وكذلك تعيين المنطقة النموذجية لمثل هذه التتابعات وتحديد ظروف ترسيبها والأحياء المميزة لها وأعمارها لكى تكون بمثابة مقياس لكل عصر من العصور.",السياحة البيئية,,محمية طبيعية,مصر,,,,,,,,
267,27.2163798523043,33.8731903608181,جزيرة أبو منقار,Abu Minqar,,محافظة البحر الأحمر,جزر أبو منقار هي جزر في البحر الأحمر وتقع أمام ساحل الغردقة وتبلغ مساحتها أقل من 2 كم2 وهي جزيرة مستوية السطح ومنخفضة المنسوب 2 متر تغطى سطحها تكوينات مرجانية ورمال عضوية.,السياحة البيئية,,,مصر,,,,,,,,
268,25.0022999984899,34.9398419040131,بحيرة النيزك,Meteor Lake,,محافظة البحر الأحمر,"بحيرة النيزك هي واحدة من البقع الساحرة في مصر، المرتبطة بالأساطير، وجمال الطبيعة، وسحر المياه الفيروزية على شاطئ البحر الأحمر، فهي من البحيرات ذات المياه الصافية، التي تقع بمنطقة مرسى علم، فهي عبارة عن حمام سباحة طبيعي، ولا يزيد عمق الماء فيها على 8 أمتار.ويتمتع الرواد هناك بالسباحة والغوص خاصة في الشتاء، فهي تعد مسبحا طبيعيا دافئا في حالات المد والجزر، وهذا بسبب مياهها التي تأتي في الأصل من تيارات مياه البحر مما يجعلها بقعة شديدة الأمان للغوص.",السياحة البيئية,,,مصر,,,,,,,,
269,26.5558347573063,31.6191513386273,دير الأنبا بيجول - الدير الأحمر,Monastery of Anba Begol - The Red Monastery,,محافظة سوهاج,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
270,26.5906679238811,31.7923976539705,دير القديسة العذراء مريم بأخميم,Monastery of the Virgin Mary in Akhmim,,محافظة سوهاج,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
271,26.6065403860647,31.7895859466392,دير الملاك ميخائيل بأخميم,Archangel Michael Monastery in Akhmim,,محافظة سوهاج,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
272,26.5983976753694,31.7914061610049,دير الشهداء بأخميم إيبارشيه,Monastery of the Martyrs Akhmim Diocese,,محافظة سوهاج,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
273,25.8828325490300,32.6955498807747,دير رئيس الملائكة ميخائيل,Monastery of the Archangel Michael,,محافظة قنا,,السياحة الدينية,المسيحية,,مصر,,,,,,,,
274,25.8484374021507,32.7036464262812,دير الصليب ولأنبا شنودة,Monastery of the Cross and Anba Shenouda,,محافظة قنا,,السياحة الدينية,المسيحية,,مصر,,,,,,,,
275,25.8496521241258,32.7042414225393,دير الأنبا أدراوس,Monastery of Anba Adraos,,محافظة قنا,,السياحة الدينية,المسيحية,,مصر,,,,,,,,
276,25.8317060405789,32.7017989113475,دير القديس بستناؤس,Monastery of St. Bustanas,,محافظة قنا,,السياحة الدينية,المسيحية,,مصر,,,,,,,,
277,25.8152954474042,32.7055556995038,دير ماربقطر,Maribqatar Monastery,,محافظة قنا,,السياحة الدينية,المسيحية,,مصر,,,,,,,,
278,28.9252296702244,32.3511566418856,دير الأنبا أنطونيس,Monastery of Anba Anthony,,محافظة البحر الأحمر,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
279,27.2552045203492,33.8159628000000,كنيسة الأنبا شنودة رئيس المتوحدين بالغردقة,"Church of Anba Shenouda, the head of the monotheists in Hurghada",,محافظة البحر الأحمر,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
280,26.1119959071563,34.2834876331429,كنيسة السيدة العذراء مريم والشهيدة بربارة بالقصير ايبارشية البحر الأحمر,"Church of the Blessed Virgin Mary and Martyr Barbara in Qusayr, Red Sea Diocese",,محافظة البحر الأحمر,"تعتبر كنيسة السيدة مريم العذراء في القصير أحد أهم المعالم في المدينة ومركز روحي مهم. وقد بنيت الكنيسة في العام 1920، وتفتن الكنيسة منذ ذلك الحين زوارها بجمال عمارتها بمجرد دخولها، إذ يتوزع في ارجائها المذابح والأقواس المذهبة، وسيجد الزوار على جدرانها وسقفها رسومات رائعة لمريم العذراء والشهيدة القديسة باربرا، كما وسيجدون زجاج ملون رائع، وأبواب مزخرفة، وغيرها الكثير.",السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
281,27.2759277277909,33.7753752092753,كنيسة مارمرقس القبطية الأرثوذكسية,Mark Coptic Orthodox Church,,محافظة البحر الأحمر,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
282,28.3671692689146,33.0741101466009,كنيسة الشهيد العظيم مارجرجس برأس غارب ايبارشية البحر الأحمر,"Church of the Great Martyr George in Ras Ghareb, Red Sea Diocese",,محافظة البحر الأحمر,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
283,25.3704157629066,32.4806429569978,دير الفاخـورى/ ديـر الشــهداء ,Monastery of Al-Fakhouri/ Monastery of the Martyrs,,محافظة الأقصر,,السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
284,26.1651401408484,32.7264072634929,مسجد عبدالرحيم القنائى,Abdul Rahim Al-Qanai Mosque,,محافظة قنا,"مسجد عبد الرحيم القناوي ، هو أحد المساجد التي أنشئت في عصر الدولة الأيوبية في مصرويأتي المواطنون من كل محافظات مصر ودول العالم لزيارة ضريح أحد الأولياء الصالحين، مبني على الطراز الأندلسي، هو أكبر مسجد بمحافظة قنا، حيث تبلغ مساحته من الداخل 1250 مترا مربعا، ومع التوسعات التى دخلت عليه ضم مصلى خارجى، وبلغت المساحة التى يتم الصلاة بها 2058 مترا مربعا، شاملة المسجد والصحن الخارجى، فيما تبلغ المساحة الكلية للمسجد ما يعادل 3 أفدنة تقريبا.",السياحة الدينية,الإسلامية,,مصر,,,,,,,,
285,25.6998970709904,32.6397760055555,مسجد سيدي أبو الحجاج,Sidi Abul Hajjaj Mosque,,محافظة الأقصر,"مسجد أبي الحجاج الأقصري أو جامع أبو الحجاج كما يسميه العامة، هو مسجد بمدينة الأقصر المصرية، يرجع إلى الصوفي «يوسف بن عبد الرحيم بن يوسف بن عيسى الزاهد» المعروف بأبي الحجاج الأقصري والذي دفن بداخله.",السياحة الدينية,الإسلامية,مسجد تاريخى,مصر,,,,,,,,
286,24.2005569547685,34.6361840373032,مسجد أبو الحسن الشاذلى,Abu Al-Hassan Al-Shazly Mosque,,محافظة البحر الأحمر,,السياحة الدينية,الإسلامية,,مصر,,,,,,,,
287,26.5649661112131,31.7494987693136,مسجد الأمير حسن,Prince Hassan Mosque,,محافظة سوهاج,"من أهم المساجد الأثرية بمدينة أخميم ويقع علي الجانب الشمالي لشارع الأمير حسن ويطل بواجهته الشمالية علي شارع المدرسة وقد أنشأه الأمير حسن بن الأمير محمد سنة 1117 هجرياً وأنتهي من إنشاءه سنة 1121 هجرياً، كما أنشأ له ضريحا ملاصقا له في الجهة الشرقية. ويمتاز هذا المسجد باستخدام أعمدة خشبية تحمل سقفه، وهو أمر لم يري له مثيلا في مساجد الصعيد، وندر في مساجد مصر بصفه عامة ، كما أن هذا المسجد يشتمل علي الكثير من العناصر المعمارية والزخرفية والهندسية والكتابية ،  والأعمال الخشبية مما يكسبه أهمية أثرية خاصة ، ويعد نموذجا جيدا للتراث المحلي في العمارة الدينية العثمانية. وقد توفي الأمير حسن سنة 1132هجريا، ودفن بالضريح بالجهة الشرقية من المسجد.",السياحة الدينية,الإسلامية,,مصر,,,,,,,,
288,26.5646417193297,31.7412840341922,المسجد العمرى بإخميم,Omari Mosque in Akhmim,,محافظة سوهاج,,السياحة الدينية,الإسلامية,,مصر,,,,,,,,
289,26.5695869616782,31.6886390902276,مسجد الشاذلى بإخميم,Al-Shazly Mosque in Akhmim,,محافظة سوهاج,,السياحة الدينية,الإسلامية,,مصر,,,,,,,,
290,26.5611808685581,31.7421824650892,مسجد أبو بكر العجمى,Abu Bakr Al-Ajami Mosque,,محافظة سوهاج,,السياحة الدينية,الإسلامية,,مصر,,,,,,,,
291,26.3354123102047,31.8956337949230,مسجد عثمان بك الجرجاوى,Othman Bey El Gergawi Mosque,,محافظة سوهاج,,السياحة الدينية,الإسلامية,,مصر,,,,,,,,
292,26.5486714463830,31.7012117013781,مسجد العارف بالله,Al-Arif Billah Mosque,,محافظة سوهاج,,السياحة الدينية,الإسلامية,,مصر,,,,,,,,
293,26.3361386215747,31.8959176613760,مسجد على بك الكبير ,Ali Bey Grand Mosque,,محافظة سوهاج,,السياحة الدينية,الإسلامية,,مصر,,,,,,,,
294,24.0890292878971,32.8997577716713,مسجد الطابية,Al-Tabia Mosque,,محافظة أسوان,"يعد من أكبر وأعرق مساجد المدينة، ويمثل طرازاً معمارياً متميزاً يرجع أصل التسمية إلى المنطقة التي أقيم فيها المسجد  أن تاريخ الطابية يرجع إلى بداية القرن 19 حيث كان مٌقام عليها طابية حربية لتكون مقرًا لأول كلية حربية فى مصر وهي واحدة من طابيتين حربيتين في أسوان تم إنشاؤهما في عهد محمد علي باشا، وقد تهدم معظمهم بفعل الزمن. المسجد تم البدء في بناءه في عهد الرئيس جمال عبد الناصر وقد تم افتتاحه في عهد الرئيس أنور السادات.",السياحة الدينية,الإسلامية,موقع أثرى,مصر,,,,,,,,
295,24.0778790879976,32.8916567190164,المقابر الفاطمية,Fatimid tombs,,محافظة أسوان,"المقابر الفاطمية في اسوان ‏ تنقسم الجبانات الفاطمية في جنوب مصر إلى قسمين وهم الجبانة القبلية والجبانة البحرية، حيث تقع الجبانة القبلية في اسوان على طريق خزان اسوان بجوار متحف النوبة اما الجبانة البحرية فتقع في منطقة العناني، ويتميز شكل القباب الموجودة في المقابر الفاطمية بوجود اوجه اضلاع ثمانية متقابلة للقبة والذى بلغ عددها ""80"" مقبرة متناثرة فى الجبانتين الرئيسيتين تعد الجبانة الفاطمية بأسوان أحد الشواهد على حقبة تاريخية مهمة للتاريخ الإسلامى تبوح بها مشاهد مقابر الجبانة على أرض البقيع الأسوانى الذى يعتبر البقيع الثانى بعد بقيع المدينة المنورة لما تحويه الجبانة من رفات أجساد الصحابة والتابعين والأولياء والتى يؤكدها اكتشاف أقدم شاهد قبر بالجبانة فى عام 31 هجرياً، وتمثل قباب مقابر الجبانة طرازاً معمارياً فريداً يجسد عظمة العمارة الإسلامية، ولا يتوقف الأمر عند ذلك، حيث تحتوى الجبانة الفاطمية أيضاً على مقامات رمزية لآل البيت وأولياء الله الصالحين. وأطلق على الجبانة الإسلامية الفاطمية (القباب الفاطمية) لكثرة القباب التى بنيت بها والتى تعود إلى العصر الفاطمى فى فتراته المختلفة",السياحة الدينية,الإسلامية,موقع أثرى,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/makaberfatimiah.jpeg',,,,,,
296,24.0064254802956,32.8867983008828,مأذنة بلال,Bilal minaret,,محافظة أسوان,"""مأذنة بلال"" أثر إسلامى يرجع تاريخه إلى العصر الفاطمي، تقع على الشاطئ الشرقي لبحيرة خزان أسوان وجنوب قرية الشلال، ومن خلال السعي لمعرفة مدى أهميتها في العصور القديمة والهدف من إنشاءها، يتضح لنا براعة الجيش الإسلامى في التصدي للأعداء وحماية الدولة، وعلى الرغم من قيمتها التاريخية إلا أنها لم يتم وضعها حتى الوقت الحالي على الخريطة السياحية، وليس هذا فقط بل أنها مغمورة والعديد من أهالي المحافظة وزائروها لا يعرفون عنها شيئًا.",السياحة الدينية,الإسلامية,موقع أثرى,مصر,,src='https://github.com/nasser9008/masterpicture/blob/main/belal.jpg',,,,,,
297,26.3354744587319,31.8960686552489,مسجد الشيخ جلال الدين ابوالقاسم,Sheikh Jalal Al-Din Abu Al-Qasim Mosque,,محافظة سوهاج," يقع هذا المسجد بمدينة طهطا وقد شيده الشيخ جلال الدين أبو القاسم بن عبد العزيز بن يوسف التلمساني الذي ينسب إلى سيدنا الحسين، ويرجح أن تاريخ هذا المسجد يرجع إلي القرن السابع الهجري وأعيد تجديده سنة 1273 هـ، ويعد هذا المسجد تحفة معمارية وفنية كبيرة.",السياحة الدينية,الإسلامية,,مصر,,,,,,,,
298,28.9206945610101,32.3499667000000,دير سانت انتونى,Monastery of Saint Anthony,,محافظة البحر الأحمر,"يقع دير سانت انتوني في قلب الصحراء وأسفل أحد الكهوف القديمة، ويُعتقد أنه أقدم دير في العالم، ويُعتبر من الوجهات المميّزة التي تجذب الكثير من السياح على مدار العام، حيث يحتضن مجموعة من اللوحات التي تُمثّل الفن القبطي القديم من القرن السادس عشر الميلادي، كما يضم مكتبة فيها أقدم نموذج من اللغة القبطية",السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
299,28.8588534938516,32.5489926649656,دير القديس بولا,Monastery of Saint Paul,,محافظة البحر الأحمر,"تأسس دير القديس بول أو دير انبا بولا في القرن الرابع الميلادي، وهو من المزارات الأثرية التي تجذب أعداداً كبيرةً من السياح كل عام، ويضم 3 كنائس أثرية مُشيّدة فوق المغارة التي عاش فيها القديس بولا، كما يحتضن عين ماء وصوامع للسكن والعبادة ومجموعة من الأدوات التي يستخدمها الرهبان الذين يعيشون فيه إلى يومنا هذا.",السياحة الدينية,المسيحية,أديرة وكنائس,مصر,,,,,,,,
300,26.1039601844585,34.2858847931719,مسجد الفران,Al-Fran Mosque,,محافظة البحر الأحمر,"مسجد شيخ الفران هو أقدم مسجد في القصير، ويقع هذا المسجد في الجزء القديم من المدينة، وتحيط به المباني التاريخية من جميع الاتجاهات. ويتميز هذا المسجد بأنه ساحر وسينقلك عند خولك إلى حقبة تاريخية ماضية، وذلك لأن أعمال الترميم في المسجد تمت بإتقان مع الحرص على عدم إزالة البعد التاريخي للمكان.",السياحة الدينية,الإسلامية,مسجد تاريخى,مصر,,,,,,,,
301,27.2295367885748,33.8429606961488,مسجد المينا,Elmina Mosque,,محافظة البحر الأحمر,"مسجد الميناء أو ما يسمى بالمسج السماوي هو أحد أشهر مساجد مدينة الغردقة وأجملها من ناحية معمارية، تم بناؤه على يد شاه جهان بين عامي 1631م و1640م وتم افتتاحه عام 2012م وأقيم على مساحة 8 آلاف متر بتكلفة 20 مليون جنيه مصري. يقع هذا المسجد على البحر مباشرة ويتسع لحوالي 10 آلاف مصلي في آن واحد، وهو مبنيّ من الرخام الأبيض بشكل كامل وفيه الكثير من الزخارف والكتابات الدينية في الداخل ويضم مئذنتين شاهقتين و25 قبة وقاعة خاصة بالمناسبات الدينية وأخرى للمحاضرات والاجتماعات، وهناك ساحة كبيرة أمامه",السياحة الدينية,الإسلامية,مسجد تاريخى,مصر,,,,,,,,
302,26.0642257921886,32.3079307073884,دير الأنبا بلامون,Monastery of Anba Plamon,,محافظة قنا,,السياحة الدينية,المسيحية,,مصر,,,,,,,,
303,26.0045067367569,32.2740490463143,دير مارمينا العجايبى بهو,"Monastery of St. Mina, the wondrous lobby",,محافظة قنا,,السياحة الدينية,المسيحية,,مصر,,,,,,,,
304,25.3378854028440,34.7380398439377,شاطئ ابو دباب,Abu Dabab Beach,,محافظة البحر الأحمر,من أشهر معالم مرسى علم بل من اجمل الاماكن في مرسى علم التي يفد إليها السياح من كل مكان للاستمتاع برحلة غوص مُثيرة بين أسراب الأسماك والحشائش والمخلوقات البحرية والشعاب المُرجانية الخلابة والنادرة مثل عروس البحر والسلاحف البحرية.,السياحة الشاطئية,,,مصر,,,,,,,,
305,24.4754247514428,35.0988232306879,محمية وادي الجمال,Wadi El Gemal Reserve,,محافظة البحر الأحمر,تتمتع المحمية بمقومات بيئية وجمالية وعلمية وثقافية فريدة ومتميزة للتراث الطبيعى بمصر وتتمثل العناصر الطبيعية فى المجتمعات النباتية الفريدة المنتشرة بها كما أن الوادى يضم العديد من الأنواع النادرة والمهددة بالانقراض من النباتات والحيوانات بالإضافة لتجمعات المانجروف الممتدة على طول سواحل المنطقة وأفضل الشعاب المرجانية والحشائش البحرية التى هى مأوى لبعض من الكائنات البحرية مثل عروس البحر والسلاحف البحرية وبيئة مناسبة لتكاثر الأسماك واللافقاريات وكل هذا يلعب دوراً كبيراً ومهماً للنظام البيئى بالمنطقة .,السياحة الشاطئية,,,مصر,,,,,,,,
306,24.6126482179543,35.1165747767199,شاطئ شرم اللولي,Sharm El Luli Beach,,محافظة البحر الأحمر,"يقع شاطئ شرم اللولى ""حنكوراب"" داخل نطاق محمية وادى الجمال الشهيرة يتميز بنقاء وصفاء المياه فيه والرمال البيضاء، وكذلك بعدم وجود صخور، وفى تناسب المياه بالنسبة للعمق تدريجيًا .",السياحة الشاطئية,,,مصر,,,,,,,,
307,25.0022999984899,34.9398419040131,شاطئ بحيرة النيزك,Meteor Lake shore,,محافظة البحر الأحمر,"بحيرة النيزك هي واحدة من البقع الساحرة في مصر، المرتبطة بالأساطير، وجمال الطبيعة، وسحر المياه الفيروزية على شاطئ البحر الأحمر، فهي من البحيرات ذات المياه الصافية، التي تقع بمنطقة مرسى علم، فهي عبارة عن حمام سباحة طبيعي، ولا يزيد عمق الماء فيها على 8 أمتار.",السياحة الشاطئية,,,مصر,,,,,,,,
308,25.0128454990115,34.9261473683776,بيت الدولفين (محمية صامداي),Dolphin House (Samaday Sanctuary),,محافظة البحر الأحمر,"بيت الدولفين أو  Sha’ab Samadai Reef هو أشهر مكان للغطس في مرسي علم،  ميزته الكبيرة هو قربة الشديد من المنطقة وسهولة الوصول له،  بالإضافة للشعاب المرجانية اللي تعتبر بيت الدلافين ",السياحة الشاطئية,,,مصر,,,,,,,,
309,23.9682025837944,35.4891049807876,قرية برنيس,Bernice Village,,محافظة البحر الأحمر,تتميز القرية بجمالها وشواطئها الساحرة وينابيعها الساخنة والتي يلجأ إليها العديد للعلاج بالرمال وبمياه ينابيعها الساخنة.,السياحة الشاطئية,,,مصر,,,,,,,,
310,24.4541299290168,35.2058249046062,حطام أبو غصون,The wreckage of Abu Ghusun,,محافظة البحر الأحمر,"سميت المنطقة بحطام أبو غصون نسبة إلى موقع حطام سفينة أبو غصون التي تسبب بغرقها عاصفة قوية مما جعلها تصطدم بحاجز حجري مما أدى إلى انقسامها إلى شقين.تحول حطام هذه السفينة إلى موطن للعديد من الأسماك المتنوعة والمخلوقات البحرية الرائعة الموجودة في المنطقة.
",السياحة الشاطئية,,,مصر,,,,,,,,
311,25.3145823889130,34.8593479900115,شعاب الفينستون,Elfinston Reef,,محافظة البحر الأحمر,"منطقة شعاب الفنستون هي أحد أفضل أماكن الغوص في العالم، وهي عبارة عن شعاب مرجانية بحرية تقدم غوصًا رائعًا على الجدران مع شعاب مرجانية رائعة وحياة بحرية مذهلة، يشتهر هذا المكان بالمواجهات المنتظمة مع أسماك القرش المطرقة والقرش المحيطي الخطير لذلك هذا الموقع مخصص للغواصين ذوي الخبرة فقط.",السياحة الشاطئية,,,مصر,,,,,,,,
312,25.5325796259793,34.6357103743144,بورت غالب,Port Ghalib,,محافظة البحر الأحمر,"من أكثر معالم مرسى علم مصر جذبًا لأنظار السياح حيث الاستمتاع بأفضل أجواء الترفيه والمرح في واحد من أشهر وأكبر مُنتجعات مصر على مساحة 8 مليون متر مربع، حيث يتميّز المنتجع بضمّه لمجموعة من أفضل مواقع الغوص بين الأسماك النادرة والشعاب المرجانية الخلابة مع سباقات الزوارق التي تُقام فيه من وقت لآخر.",السياحة الشاطئية,,,مصر,,,,,,,,
313,27.2107561683578,33.9267369935510,شاطئ اورانج باي,Orange Bay Beach,,محافظة البحر الأحمر,"شاطئ رملي طويل على جزيرة يتميّز بمياه صافية ويشتهر بأنشطة الغوص السطحي والسباحة ومطاعم في الهواء الطلق ويقع شاطئ جزيرة أورانج باي في جزيرة الجفتون، وهي محمية طبيعية في البحر الأحمر بمصر. مساحة الشاطئ حولي ١٥٠٠ كيلو متر",السياحة الشاطئية,,,مصر,,,,,,,,
314,27.2022230303162,33.8506761528192,شاطئ محمية,A protected beach,,محافظة البحر الأحمر,,السياحة الشاطئية,,,مصر,,,,,,,,
315,27.2392862894613,33.9042579548300,شاطئ جزيرة محمية,Protected island beach,,محافظة البحر الأحمر,,السياحة الشاطئية,,,مصر,,,,,,,,
316,27.2132763231823,33.8423390270642,شاطئ أورانج,Orange Beach,,محافظة البحر الأحمر,,السياحة الشاطئية,,,مصر,,,,,,,,
317,27.2212756904171,33.8426346051580,شاطئ السواقي,Al-Sawaqi Beach,,محافظة البحر الأحمر,"أحد أجمل شواطئ الغردقة، يتواجد في حي الدهار ويمتاز بمياه الصافية ورماله الذهبية، ويمكن للسُيّاح الاستمتاع بالقيام بالعديد من الأنشطة الشاطئية كالسباحة والغطس أو الاسترخاء تحت المظلات الشاطئية وقضاء بعض الوقت المُمتع.",السياحة الشاطئية,,,مصر,,,,,,,,
318,26.8554308873150,33.9794241484167,شاطئ وايت,White Beach,,محافظة البحر الأحمر,,السياحة الشاطئية,,,مصر,,,,,,,,
319,27.1947571643764,33.8395482597957,شاطئ أولد فيك,Old Vic Beach,,محافظة البحر الأحمر,,السياحة الشاطئية,,,مصر,,,,,,,,
320,27.1978082286395,33.8462921232666,شاطئ الشيراتون,Sheraton Beach,,محافظة البحر الأحمر,من اكثر الشواطئ تميزا فى رماله ونظافة مياه البحر به ..يوجد به اكوا سنتر للالعاب المائية,السياحة الشاطئية,,,مصر,,,,,,,,
321,27.2177921833458,33.8722032697549,جزيرة أبو منقار,Abu Beaker Island,,محافظة البحر الأحمر," تعد  أجمل جزيرة بحرية على ساحل البحر الأحمر، حيث تمتلك شواطئ رملية مميزة تفوق شواطئ الجزر الأخرى، وتقع تلك الجزيرة ضمن الجزر الواقعة داخل نطاق محمية الجزر الشمالية، وممنوع إقامة أى أنشطة على ظهرها، والمسموح به قيام أنشطة بمحيط شواطئها وليس على اليابسة منها.",السياحة الشاطئية,,,مصر,,,,,,,,
322,24.3589077062917,35.3079633029341,شاطى قلعان المانجروف,Mangrove castles beach,,محافظة البحر الأحمر,"يتميز  بمقومات بيئية وجمالية وعلمية وثقافية فريدة تقطن بالقرب من شواطئها تجمعات بدوية تنتمى لقبيلة العبابدة، كما تعتبر شواطئها من أكثر الشواطئ التى تتكاثر بها الأسماك والحيوانات البحرية النادرة من بينها حيوان عروس البحر الثدى النادر.",السياحة الشاطئية,,,مصر,,,,,,,,
323,26.8987949826490,33.9622630484433,شاطئ شرم الناقة,Sharm El Naga Beach,,محافظة البحر الأحمر,تعد محمية شرم الناقة من اجمل المناطق السياحية للاستجمام و الاستمتاع بالانشطة البحرية المميزة فى هذة المنطقة الغنية جدا بالحياة البحرية الخلابة. حيث ستجد مجموعة خلابة من الشعاب المرجانية التى تعتبر موطن للعديد من الكائنات البحرية حيث يعد المكان من افضل الوجهات لمحبى السنوركلينج و الغوص,السياحة الشاطئية,,,مصر,,,,,,,,
324,26.8988099415498,33.9622094043527,شاطئ شرم النجا,Sharm el-Naga beach,,محافظة البحر الأحمر,يقع على بعد عدة كيلومترات من شمال سفاجا ويتميز بالشعاب المرجانية والمناظر الساحرة ,السياحة الشاطئية,,,مصر,,,,,,,,
